customer_id,city,building_type,season,meter_type,building_area_sqft,occupants,average_temperature_c,humidity_percent,appliance_count,avg_daily_usage_hours,solar_panel,previous_month_kwh,monthly_consumption_kwh
CUST00715,Bhaktapur,Office,Summer,Smart,5785.0,3.0,27.3,85.0,7.0,2.9,Yes,509.2,1403.6
CUST00847,Pokhara,Residential,Autumn,Standard,3648.0,5.0,,65.9,13.0,15.3,No,1198.3,1896.8
CUST00194,Biratnagar,Residential,Spring,Smart,2166.0,6.0,30.8,66.0,10.0,14.9,No,,1631.6
CUST00441,Biratnagar,Residential,Spring,Standard,5911.0,13.0,20.2,37.0,18.0,14.2,No,849.7,1922.7
CUST00574,Lalitpur,Commercial,Autumn,Smart,1456.0,12.0,26.8,59.8,13.0,11.8,No,665.1,1522.8
CUST00947,Bhaktapur,Residential,Autumn,Smart,4866.0,2.0,21.0,36.3,17.0,7.5,Yes,820.9,1223.6
CUST00998,Kathmandu,Office,Summer,Standard,1612.0,3.0,30.5,84.6,19.0,8.5,No,1612.1,1914.0
CUST00504,Biratnagar,Office,Autumn,Standard,810.0,7.0,20.9,55.2,20.0,11.0,No,191.8,1430.0
CUST01190,Bhaktapur,Residential,Spring,Smart,5586.0,6.0,,69.0,18.0,5.7,No,1517.2,1807.3
CUST01903,Chitwan,Office,Autumn,Smart,1829.0,2.0,23.9,62.7,16.0,14.7,No,680.5,1768.3
CUST01814,Biratnagar,Residential,Spring,Standard,753.0,15.0,31.3,47.7,19.0,2.6,No,559.8,1194.4
CUST00004,Biratnagar,Office,Winter,Smart,868.0,11.0,17.5,32.3,12.0,2.8,No,1341.3,1429.1
CUST01269,Lalitpur,Residential,Spring,Standard,4802.0,8.0,12.0,46.4,2.0,11.9,No,252.5,1371.2
CUST00468,Lalitpur,Residential,Spring,Standard,5676.0,10.0,25.9,80.0,19.0,8.9,No,117.9,1590.9
CUST00006,Lalitpur,Residential,Summer,Smart,2742.0,9.0,24.5,61.5,15.0,2.5,No,1159.5,1389.8
CUST01394,Kathmandu,Commercial,Summer,Smart,4551.0,4.0,22.6,48.9,11.0,15.7,No,1267.2,1982.6
CUST00548,Bhaktapur,Industrial,Summer,Smart,2415.0,2.0,9.7,37.2,19.0,4.3,No,427.3,1739.9
CUST00229,Pokhara,Commercial,Summer,Smart,3891.0,9.0,7.1,77.7,16.0,10.3,Yes,241.9,1686.3
CUST00543,Biratnagar,Commercial,Spring,Standard,5397.0,7.0,17.2,65.4,4.0,2.3,No,648.2,1276.7
CUST00243,Kathmandu,Office,Spring,Smart,2272.0,4.0,13.7,36.2,9.0,11.5,No,645.6,1630.8
CUST00899,Bhaktapur,Residential,Autumn,Smart,1245.0,13.0,9.4,36.7,2.0,14.8,No,1402.8,1397.5
CUST01778,,Office,Summer,Standard,5317.0,3.0,22.2,54.2,11.0,5.4,Yes,534.7,1614.9
CUST01209,Lalitpur,Residential,Spring,Smart,5163.0,5.0,29.2,54.9,4.0,2.7,Yes,878.5,1003.2
CUST01790,Pokhara,Residential,Autumn,Smart,2784.0,3.0,30.3,47.1,2.0,2.6,No,803.3,923.8
CUST00843,Lalitpur,Residential,Summer,Standard,4416.0,13.0,10.2,68.2,14.0,8.3,No,1188.6,1772.4
CUST01702,Bhaktapur,Residential,Spring,Standard,3527.0,1.0,6.4,53.1,11.0,14.5,No,183.3,1259.9
CUST01713,Pokhara,Industrial,Winter,Smart,2974.0,13.0,32.0,50.7,12.0,3.6,No,161.4,1780.6
CUST02000,Lalitpur,Residential,Winter,Smart,3604.0,14.0,8.2,61.2,17.0,6.7,Yes,1117.0,1335.2
CUST00662,Kathmandu,Commercial,Winter,Standard,5752.0,5.0,7.2,64.2,6.0,9.1,No,1184.8,1588.2
CUST00029,Kathmandu,Commercial,Summer,Smart,3806.0,12.0,30.0,35.5,3.0,7.8,No,408.5,1491.6
CUST00315,Kathmandu,Residential,Spring,Smart,4277.0,4.0,28.9,88.6,7.0,5.8,No,202.2,1181.8
CUST00692,Pokhara,Residential,Spring,Smart,1292.0,2.0,24.4,66.4,9.0,17.7,No,1305.9,1679.4
CUST01527,Bhaktapur,Residential,Winter,Standard,4784.0,8.0,31.8,45.6,12.0,10.1,No,742.9,1649.1
CUST00425,Kathmandu,Commercial,Spring,Smart,4539.0,12.0,29.6,50.5,20.0,10.6,No,160.2,1731.6
CUST00595,Pokhara,Residential,Summer,Standard,3087.0,2.0,31.1,48.4,14.0,8.4,No,462.5,1383.2
CUST01994,Pokhara,Residential,Summer,Smart,5705.0,14.0,26.3,78.0,10.0,8.3,No,197.8,1879.9
CUST00623,Biratnagar,Commercial,Autumn,Smart,3633.0,4.0,23.7,54.2,13.0,2.6,No,136.3,1279.2
CUST01188,Lalitpur,Residential,Winter,Smart,2877.0,13.0,29.3,46.7,4.0,16.9,Yes,864.7,1489.9
CUST01058,Kathmandu,Commercial,Summer,Standard,1926.0,11.0,13.3,79.4,16.0,16.7,No,1274.1,2157.7
CUST00228,Biratnagar,Residential,Summer,Smart,2728.0,1.0,18.0,87.2,19.0,11.3,Yes,132.7,1282.3
CUST01135,Lalitpur,Office,Spring,Standard,5702.0,5.0,33.4,48.4,17.0,12.8,No,953.3,1979.6
CUST01823,Lalitpur,Industrial,Winter,Smart,3381.0,11.0,13.9,85.3,19.0,16.6,No,941.3,2658.3
CUST01115,Kathmandu,Office,Summer,Standard,3301.0,3.0,29.9,85.0,20.0,7.6,No,717.8,1892.1
CUST00067,Lalitpur,Residential,Spring,Standard,4494.0,3.0,34.4,82.4,16.0,4.4,No,,1529.7
CUST00025,Chitwan,Office,Spring,Smart,1279.0,5.0,25.9,47.1,3.0,5.3,No,1723.4,1111.1
CUST00145,Bhaktapur,Industrial,Winter,Standard,4711.0,2.0,22.3,82.6,4.0,11.9,No,736.1,1928.6
CUST00537,Kathmandu,Commercial,Spring,Standard,4971.0,15.0,5.7,62.7,17.0,14.9,No,769.1,2077.2
CUST00812,Kathmandu,Office,Autumn,Smart,3068.0,10.0,,32.2,5.0,17.9,No,1498.9,1903.3
CUST01767,Biratnagar,Commercial,Winter,Smart,3840.0,7.0,20.7,74.3,2.0,14.5,No,274.7,1623.8
CUST00086,Pokhara,Office,Winter,Smart,4958.0,6.0,12.4,43.4,13.0,14.5,No,1388.9,2256.9
CUST01351,Biratnagar,Commercial,Autumn,Smart,1476.0,9.0,22.1,89.0,2.0,9.1,No,606.3,1191.5
CUST01201,Pokhara,Office,Winter,Standard,5808.0,4.0,11.9,68.8,8.0,9.9,No,1113.0,1814.0
CUST01086,Bhaktapur,Commercial,Winter,Smart,4067.0,3.0,20.3,62.9,17.0,3.8,No,228.8,1468.4
CUST01833,Biratnagar,Residential,Autumn,Smart,5022.0,15.0,29.3,66.9,16.0,12.2,No,1200.0,2122.9
CUST01936,Kathmandu,Office,Summer,Standard,5388.0,8.0,27.9,70.4,17.0,6.8,No,1127.9,2109.3
CUST01392,Biratnagar,Commercial,Summer,Smart,5068.0,4.0,33.1,77.8,7.0,2.6,No,346.8,1450.4
CUST01162,Biratnagar,Commercial,Spring,Standard,4270.0,11.0,27.1,56.4,5.0,6.8,No,1753.4,1424.0
CUST00363,Biratnagar,Residential,Winter,Smart,1569.0,15.0,32.8,55.4,6.0,11.2,No,1076.5,1583.9
CUST01700,Kathmandu,Office,Winter,Standard,4053.0,12.0,7.7,70.7,13.0,12.1,No,1451.0,2101.1
CUST01170,Pokhara,Residential,Autumn,Smart,1574.0,9.0,31.3,75.4,5.0,11.9,No,373.3,1356.1
CUST01027,Bhaktapur,Commercial,Autumn,Standard,3723.0,11.0,13.9,53.9,9.0,4.1,No,1354.9,1533.3
CUST01031,Bhaktapur,Residential,Spring,Smart,,7.0,26.6,60.0,14.0,10.2,No,1029.2,1628.6
CUST01235,Pokhara,Office,Spring,Standard,1486.0,8.0,26.6,82.4,7.0,8.0,No,831.7,1381.1
CUST01515,Pokhara,Commercial,Spring,Standard,2676.0,15.0,20.4,72.9,15.0,17.8,No,630.0,2157.4
CUST01088,Lalitpur,Residential,Spring,Smart,4890.0,14.0,20.4,89.6,16.0,5.3,No,1513.2,1824.4
CUST00666,Pokhara,Office,Summer,Standard,3282.0,11.0,34.7,63.3,6.0,6.8,No,1459.6,1646.3
CUST00365,Chitwan,Residential,Summer,Standard,5227.0,3.0,31.7,86.6,15.0,13.0,No,337.4,2016.4
CUST00078,Lalitpur,Residential,Spring,Standard,4451.0,6.0,18.9,67.3,15.0,17.8,No,1270.7,1955.3
CUST00028,Kathmandu,Commercial,Summer,Smart,2393.0,12.0,13.2,81.3,10.0,8.4,No,473.6,1484.9
CUST01457,Pokhara,Office,Autumn,Standard,1985.0,14.0,10.7,88.2,10.0,15.0,No,1794.0,2092.5
CUST00526,Lalitpur,Residential,Autumn,Standard,4433.0,1.0,18.9,89.4,12.0,3.6,No,674.8,1180.5
CUST01898,Pokhara,Residential,Winter,Smart,5689.0,6.0,6.4,39.0,20.0,9.3,No,282.2,1637.7
CUST00056,Biratnagar,Office,Spring,Smart,5952.0,2.0,18.3,66.6,13.0,6.1,No,702.3,1528.3
CUST00639,Lalitpur,Industrial,Winter,Smart,5021.0,5.0,27.1,83.1,18.0,6.4,No,167.7,2191.8
CUST00303,Bhaktapur,Office,Autumn,Smart,4185.0,3.0,29.6,62.0,18.0,14.9,No,1508.9,2196.8
CUST00719,Kathmandu,Commercial,Winter,Smart,2439.0,9.0,21.4,45.0,9.0,3.6,No,695.6,1368.7
CUST00625,Biratnagar,Residential,Autumn,Smart,1965.0,15.0,10.6,54.1,14.0,11.8,No,1765.1,1645.9
CUST00008,Bhaktapur,Residential,Spring,Smart,3583.0,12.0,32.5,34.0,2.0,16.2,No,1022.9,1722.8
CUST00804,,Residential,Autumn,Smart,3259.0,7.0,,64.5,8.0,5.7,Yes,1795.1,1324.4
CUST01050,Chitwan,Office,Spring,Smart,1715.0,12.0,7.9,42.2,20.0,2.4,No,1603.2,1599.6
CUST00337,Bhaktapur,Industrial,Autumn,Smart,4935.0,14.0,22.1,86.5,7.0,9.0,Yes,1638.6,2125.4
CUST00048,Pokhara,Commercial,Autumn,Smart,3121.0,12.0,27.0,30.3,,10.4,No,877.0,1651.4
CUST01503,Pokhara,Commercial,Spring,Standard,2779.0,11.0,16.4,39.2,13.0,2.0,No,397.4,1295.0
CUST00107,Bhaktapur,Commercial,Summer,Smart,1309.0,4.0,7.0,41.7,11.0,15.6,No,1168.3,1621.6
CUST00350,Kathmandu,Office,Autumn,Smart,4472.0,13.0,6.9,69.7,14.0,11.5,No,1769.5,2112.4
CUST01080,Chitwan,Commercial,Summer,Smart,1799.0,4.0,5.4,44.4,12.0,14.7,Yes,678.7,1467.9
CUST00239,Lalitpur,Residential,Winter,Smart,1818.0,7.0,28.8,82.5,3.0,16.2,No,556.8,1472.5
CUST00214,Kathmandu,Residential,Winter,Smart,1337.0,9.0,28.5,54.5,15.0,10.8,No,1743.9,1645.5
CUST01271,Kathmandu,Residential,Summer,Standard,5111.0,13.0,18.8,36.8,18.0,6.0,No,708.4,1692.9
CUST01315,Bhaktapur,Residential,Summer,Smart,2572.0,5.0,17.8,66.3,8.0,13.4,No,583.1,1408.8
CUST00794,Pokhara,Office,Spring,Smart,2349.0,10.0,33.3,87.0,,13.2,No,1460.3,1887.4
CUST01097,Kathmandu,Residential,Autumn,Standard,4314.0,3.0,12.0,84.8,9.0,6.7,No,894.4,1328.3
CUST01197,Kathmandu,Office,Spring,Smart,3086.0,12.0,14.5,63.9,17.0,10.3,No,430.4,1837.9
CUST01592,Biratnagar,Office,Autumn,Smart,2224.0,5.0,29.4,48.0,17.0,6.5,No,1295.9,1700.2
CUST01606,Kathmandu,Office,Autumn,Smart,2005.0,5.0,29.0,63.1,9.0,14.5,No,1157.3,1884.8
CUST01697,Pokhara,Residential,Spring,Smart,4761.0,12.0,34.1,65.2,20.0,10.6,No,1466.2,1936.5
CUST00524,Pokhara,Office,Summer,Standard,3758.0,11.0,32.4,32.7,5.0,3.3,No,1087.0,1606.0
CUST00233,Bhaktapur,Commercial,Spring,Standard,5379.0,13.0,31.2,48.9,9.0,4.0,Yes,1562.6,1548.7
CUST00645,Chitwan,Industrial,Summer,Smart,4378.0,11.0,23.3,39.6,13.0,8.7,No,1041.5,2074.8
CUST01531,Lalitpur,Industrial,Spring,Standard,2254.0,9.0,21.4,82.3,16.0,16.0,No,264.9,2057.0
CUST00534,Biratnagar,Residential,Winter,Smart,605.0,10.0,5.3,75.8,14.0,2.7,No,1674.3,1208.2
CUST01532,Lalitpur,Residential,Summer,Smart,2964.0,15.0,6.5,79.6,16.0,9.4,No,1431.0,1670.0
CUST00604,Biratnagar,Office,Spring,Smart,3465.0,1.0,32.8,38.0,14.0,5.0,No,1106.9,1448.9
CUST01227,Kathmandu,Residential,Winter,Standard,2553.0,8.0,11.8,63.0,14.0,2.8,No,1284.7,1289.7
CUST01075,Chitwan,Commercial,Autumn,Smart,1576.0,7.0,25.3,55.0,17.0,5.1,Yes,862.3,1445.7
CUST01323,Kathmandu,Commercial,Autumn,Standard,3899.0,15.0,19.8,72.8,2.0,15.9,No,762.1,1882.0
CUST00061,Pokhara,Office,Summer,Standard,5252.0,10.0,29.8,31.5,10.0,2.7,No,1687.0,1853.7
CUST01282,Kathmandu,Residential,Spring,Smart,739.0,13.0,23.7,58.4,,3.6,Yes,239.9,1003.4
CUST00093,Lalitpur,Residential,Spring,Smart,4570.0,3.0,14.7,81.5,3.0,17.9,No,486.8,1370.8
CUST00667,Chitwan,Residential,Winter,Standard,3168.0,8.0,33.5,71.4,3.0,4.5,No,1428.6,1394.0
CUST00281,Pokhara,Commercial,Winter,Standard,5909.0,1.0,20.3,76.3,2.0,15.7,No,,1978.6
CUST00026,Biratnagar,Commercial,Winter,Standard,3350.0,5.0,14.3,79.2,18.0,9.9,No,619.1,1931.5
CUST00360,Pokhara,Industrial,Autumn,Standard,1579.0,4.0,21.0,75.9,4.0,11.4,No,621.9,1626.5
CUST01256,Bhaktapur,Residential,Winter,Standard,941.0,7.0,7.8,77.3,19.0,16.6,Yes,1771.6,1679.3
CUST01342,Biratnagar,Residential,Autumn,Standard,3716.0,2.0,9.8,34.1,19.0,11.2,No,1784.0,1701.4
CUST00848,Lalitpur,Residential,Spring,Standard,1965.0,3.0,10.6,81.4,12.0,8.3,No,423.4,1018.8
CUST01605,Chitwan,Residential,Winter,Smart,5816.0,12.0,15.8,38.2,12.0,2.3,Yes,575.6,1153.9
CUST00111,Bhaktapur,Commercial,Spring,Standard,2031.0,9.0,7.4,70.1,17.0,13.3,No,992.8,1834.8
CUST00043,Biratnagar,Office,Winter,Smart,895.0,9.0,23.8,54.7,11.0,11.6,No,1736.6,1801.3
CUST00126,Pokhara,Residential,Summer,Standard,2125.0,11.0,29.5,82.2,17.0,9.4,No,1730.4,1916.4
CUST00205,Kathmandu,Industrial,Spring,Smart,2592.0,7.0,20.2,50.1,9.0,11.2,No,1287.3,1750.8
CUST00053,Lalitpur,Residential,Winter,Standard,2780.0,11.0,19.5,34.6,11.0,4.0,No,1545.6,1299.2
CUST00546,Lalitpur,Office,Autumn,Standard,4935.0,12.0,11.0,60.4,10.0,13.5,Yes,948.7,1881.4
CUST00069,Lalitpur,Residential,Summer,Smart,722.0,13.0,11.8,52.3,14.0,16.2,No,1383.0,1789.2
CUST01921,Pokhara,Residential,Autumn,Smart,3154.0,7.0,26.2,45.0,19.0,7.5,No,632.9,1450.7
CUST01862,Chitwan,Commercial,Spring,Smart,5766.0,8.0,25.8,71.9,4.0,7.8,Yes,1771.5,1522.3
CUST00184,Chitwan,Residential,Summer,Smart,3625.0,11.0,16.9,32.4,12.0,13.5,Yes,1143.0,1699.3
CUST00138,Chitwan,Office,Summer,Smart,3674.0,10.0,32.4,62.0,3.0,6.4,No,1159.2,1539.7
CUST00900,Bhaktapur,Residential,Summer,Standard,1057.0,9.0,34.1,63.9,16.0,10.5,Yes,682.5,1469.4
CUST00797,Biratnagar,Residential,Winter,Smart,3699.0,5.0,,47.9,20.0,14.6,No,340.0,1925.8
CUST00133,Chitwan,Office,Autumn,Standard,5180.0,12.0,20.4,51.6,3.0,14.5,No,602.6,2048.1
CUST00081,Lalitpur,Residential,Summer,Smart,1514.0,15.0,32.9,49.2,13.0,5.5,No,621.5,1496.7
CUST01506,Pokhara,Residential,Spring,Smart,3639.0,1.0,23.0,46.9,4.0,17.6,No,909.2,1490.7
CUST01564,Kathmandu,Commercial,Summer,Smart,3417.0,9.0,,57.5,20.0,3.9,No,,1948.1
CUST00542,Biratnagar,Residential,Spring,Standard,3964.0,9.0,10.0,80.4,11.0,10.6,No,1298.1,1678.0
CUST01619,Chitwan,Industrial,Winter,Standard,1906.0,4.0,25.8,81.2,5.0,7.5,No,874.8,1735.2
CUST00984,Pokhara,Residential,Summer,Smart,1879.0,12.0,30.4,84.2,15.0,11.8,No,1190.6,1710.7
CUST00166,Biratnagar,Commercial,Spring,Smart,3338.0,11.0,34.9,79.9,10.0,4.2,No,291.1,1497.2
CUST00249,Bhaktapur,Residential,Spring,Smart,4644.0,1.0,20.8,42.6,17.0,10.8,Yes,706.5,1258.8
CUST00447,Lalitpur,Office,Spring,Standard,4909.0,12.0,15.5,34.1,20.0,18.0,Yes,1774.9,2407.3
CUST01166,Biratnagar,Residential,Autumn,Smart,5872.0,15.0,24.6,56.9,19.0,13.1,No,1113.9,2051.9
CUST00859,Chitwan,Residential,Autumn,Smart,2899.0,12.0,18.9,81.9,12.0,16.8,No,1622.6,1986.0
CUST01229,Bhaktapur,Commercial,Spring,Smart,1180.0,15.0,9.8,44.7,12.0,13.6,Yes,171.3,1328.7
CUST00098,Biratnagar,Residential,Spring,Smart,2202.0,2.0,12.9,48.9,5.0,17.0,No,180.8,1221.3
CUST00004,Biratnagar,Office,Winter,Smart,868.0,11.0,17.5,32.3,12.0,2.8,No,1341.3,1429.1
CUST00738,Lalitpur,Office,Winter,Standard,3056.0,12.0,5.6,53.1,8.0,8.0,No,984.0,1736.8
CUST01274,Kathmandu,Residential,Winter,Standard,4990.0,6.0,8.6,75.8,6.0,5.6,No,122.0,1328.5
CUST00103,Kathmandu,Office,Summer,Smart,1575.0,6.0,24.8,40.0,18.0,6.1,No,1020.5,1601.4
CUST00435,Pokhara,Residential,Spring,Smart,,4.0,29.0,37.9,3.0,7.4,Yes,1299.4,935.7
CUST00075,Chitwan,Commercial,Winter,Standard,2236.0,2.0,31.8,41.9,20.0,15.6,No,1326.9,2054.5
CUST01819,,Residential,Summer,Standard,3833.0,15.0,33.6,74.9,9.0,13.7,No,1282.8,1949.1
CUST01645,Biratnagar,Residential,Winter,Smart,3186.0,12.0,20.4,87.4,10.0,17.4,No,1263.4,1847.4
CUST00919,Lalitpur,Residential,Autumn,Smart,560.0,3.0,16.8,63.7,5.0,8.4,No,1635.1,1196.9
CUST01737,Kathmandu,Residential,Summer,Smart,4016.0,,19.2,63.5,18.0,10.9,No,104.6,1825.2
CUST01747,Pokhara,Commercial,Winter,Standard,1189.0,12.0,31.1,83.4,20.0,9.0,No,497.4,1903.7
CUST01811,Bhaktapur,Office,Autumn,Smart,4351.0,9.0,10.4,33.1,5.0,8.6,No,1513.1,1698.4
CUST00763,Bhaktapur,Office,Winter,Standard,3029.0,,14.9,34.3,6.0,15.3,No,1794.8,2018.7
CUST00990,Pokhara,Office,Winter,Smart,3153.0,14.0,6.7,82.8,12.0,7.5,No,959.3,1685.3
CUST00389,Kathmandu,Commercial,Spring,Smart,5298.0,9.0,24.0,73.1,18.0,3.2,No,1343.0,1773.6
CUST00236,Chitwan,Industrial,Winter,Smart,3239.0,4.0,33.1,73.9,19.0,10.7,No,940.1,2384.5
CUST01558,,Commercial,Autumn,Smart,4436.0,3.0,10.6,88.7,7.0,7.7,No,474.2,1501.4
CUST00268,Lalitpur,Residential,Winter,Smart,5042.0,3.0,12.3,76.5,19.0,9.3,No,1156.5,1759.8
CUST01205,Biratnagar,Office,Winter,Standard,770.0,15.0,27.6,88.6,10.0,2.5,No,1144.9,1645.0
CUST00118,Pokhara,Residential,Winter,Standard,5764.0,5.0,27.6,71.6,4.0,6.0,No,930.6,1410.4
CUST01630,Bhaktapur,Residential,Winter,Standard,1741.0,5.0,12.1,50.2,14.0,16.5,No,569.7,1490.9
CUST00674,Lalitpur,Residential,Spring,Smart,5587.0,,24.0,84.4,6.0,14.0,Yes,486.6,1405.4
CUST00250,Pokhara,Office,Winter,Standard,4247.0,2.0,21.2,31.8,15.0,3.7,No,370.0,1525.5
CUST01474,Kathmandu,Residential,Winter,Standard,4388.0,10.0,12.5,41.3,11.0,16.9,Yes,1026.0,1716.3
CUST00025,Chitwan,Office,Spring,Smart,1279.0,5.0,25.9,47.1,3.0,5.3,No,1723.4,1111.1
CUST00095,Pokhara,Residential,Summer,Smart,4150.0,13.0,30.5,72.1,14.0,10.9,No,1445.1,1975.4
CUST00034,Pokhara,Office,Autumn,Smart,521.0,3.0,14.7,34.0,11.0,3.0,No,863.8,1039.0
CUST01858,Bhaktapur,Office,Summer,Smart,2331.0,13.0,25.4,63.6,12.0,2.9,Yes,871.9,1397.3
CUST01693,Kathmandu,Residential,Autumn,Standard,,1.0,20.3,61.9,11.0,2.7,No,,1392.5
CUST00449,Lalitpur,Industrial,Summer,Standard,1212.0,3.0,15.5,60.5,15.0,9.1,No,1314.7,1895.9
CUST00717,Kathmandu,Residential,Summer,Smart,798.0,7.0,11.6,78.7,9.0,10.6,No,302.8,1111.7
CUST01856,Biratnagar,Office,Spring,Smart,3044.0,10.0,5.3,72.7,10.0,10.2,Yes,1679.5,1611.2
CUST01541,Bhaktapur,Office,Autumn,Standard,3853.0,,10.9,46.1,5.0,8.2,No,157.8,1410.8
CUST00001,Pokhara,Residential,Spring,Smart,,4.0,23.5,60.4,20.0,9.2,No,304.2,1278.6
CUST01395,Chitwan,Office,Spring,Standard,3863.0,2.0,20.0,63.7,16.0,11.4,No,249.1,1825.3
CUST01102,Bhaktapur,Residential,Spring,Smart,4912.0,3.0,,62.9,14.0,7.5,No,431.7,1427.0
CUST01109,Lalitpur,Commercial,Spring,Smart,3556.0,6.0,34.3,49.2,2.0,13.0,No,736.9,1635.2
CUST01766,Lalitpur,Industrial,Summer,Standard,4312.0,9.0,11.2,64.5,11.0,5.0,No,191.3,1783.7
CUST00083,Pokhara,Office,Summer,Standard,3168.0,1.0,30.9,70.8,9.0,2.7,No,1284.7,1514.3
CUST01629,Biratnagar,Residential,Winter,Standard,4591.0,11.0,5.3,42.4,15.0,8.1,No,201.5,1526.3
CUST00677,Chitwan,Residential,Winter,Smart,3891.0,8.0,22.8,72.5,19.0,13.4,No,718.5,1869.5
CUST01472,Pokhara,Industrial,Autumn,Standard,2681.0,4.0,10.0,50.6,16.0,16.1,Yes,633.7,1918.0
CUST01047,Kathmandu,Office,Autumn,Smart,3284.0,9.0,5.9,30.7,15.0,12.7,No,416.4,1781.6
CUST00771,Biratnagar,Residential,Autumn,Standard,3497.0,13.0,24.9,83.1,7.0,3.3,No,1400.5,1425.4
CUST01233,,Residential,Summer,Smart,2791.0,9.0,16.5,41.2,20.0,14.5,No,884.6,2078.8
CUST01299,Bhaktapur,Industrial,Summer,Smart,4461.0,12.0,23.5,67.7,20.0,16.1,No,429.1,2540.7
CUST01653,Lalitpur,Office,Spring,Smart,3015.0,7.0,19.8,56.0,4.0,10.9,No,176.1,1409.1
CUST01512,Lalitpur,Industrial,Winter,Smart,3133.0,15.0,34.9,84.7,11.0,2.7,No,792.9,1909.6
CUST00405,Biratnagar,Residential,Autumn,Smart,1853.0,8.0,13.4,42.3,10.0,5.3,No,906.5,1155.6
CUST01754,Lalitpur,Residential,Spring,Standard,3996.0,8.0,32.9,34.9,19.0,3.6,No,1497.5,1654.1
CUST01317,Lalitpur,Industrial,Summer,Smart,960.0,7.0,26.8,36.3,19.0,12.9,Yes,624.4,2016.0
CUST01359,Biratnagar,Office,Summer,Smart,3719.0,3.0,26.8,34.4,8.0,9.3,No,,1627.3
CUST00105,Kathmandu,Residential,Autumn,Smart,5908.0,7.0,27.1,64.6,16.0,6.3,No,1185.4,1785.0
CUST00689,Kathmandu,Commercial,Autumn,Standard,3703.0,11.0,33.4,73.4,15.0,10.2,No,1066.8,1977.0
CUST01324,Kathmandu,Residential,Winter,Smart,932.0,15.0,30.5,72.2,9.0,14.7,No,1694.1,1876.3
CUST00827,Bhaktapur,Office,Winter,Smart,593.0,14.0,30.1,69.2,2.0,10.9,No,1705.9,1632.2
CUST00063,Bhaktapur,Commercial,Autumn,Smart,1616.0,5.0,22.8,42.9,20.0,3.0,No,1187.4,1511.4
CUST00853,Chitwan,Residential,Spring,Smart,1905.0,15.0,20.0,54.2,7.0,9.8,No,236.9,1140.8
CUST01805,Lalitpur,Residential,Summer,Smart,4718.0,10.0,12.4,75.5,5.0,7.4,No,149.0,1314.0
CUST00224,Kathmandu,Office,Summer,Smart,5147.0,15.0,17.0,84.3,17.0,7.7,No,1768.7,2429.5
CUST00146,Kathmandu,Office,Spring,Smart,3734.0,8.0,19.9,70.6,2.0,14.6,No,1510.0,1578.2
CUST01089,Pokhara,Industrial,Autumn,Smart,1681.0,2.0,25.2,37.9,2.0,8.3,No,1634.1,1686.5
CUST00374,Bhaktapur,Commercial,Autumn,Smart,1097.0,5.0,5.6,61.7,7.0,8.1,Yes,1282.2,934.4
CUST01441,Lalitpur,Residential,Summer,Standard,2884.0,8.0,34.9,67.5,2.0,16.0,No,,1572.5
CUST01143,Biratnagar,Office,Spring,Smart,3137.0,7.0,31.0,85.7,4.0,8.9,No,1615.1,1660.8
CUST01855,Kathmandu,Office,Winter,Smart,5022.0,4.0,10.9,74.6,17.0,17.3,No,1115.1,2279.7
CUST01518,Biratnagar,Residential,Winter,Smart,1000.0,14.0,28.7,48.8,7.0,17.8,No,1355.9,1777.6
CUST01625,Bhaktapur,Residential,Spring,Standard,4607.0,3.0,33.1,33.8,2.0,8.0,No,1035.8,1210.2
CUST01289,Chitwan,Residential,Spring,Standard,5225.0,13.0,12.2,59.2,13.0,7.4,No,204.3,1490.0
CUST00010,Biratnagar,Residential,Winter,Smart,1188.0,6.0,25.1,65.1,13.0,16.9,No,231.8,1519.3
CUST00450,Chitwan,Residential,Summer,Smart,2675.0,10.0,26.2,57.9,18.0,9.2,Yes,1079.3,1547.8
CUST00709,Biratnagar,Residential,Summer,Smart,5027.0,1.0,8.1,56.6,8.0,14.2,No,1775.0,1711.0
CUST00256,Bhaktapur,Residential,Spring,Standard,1036.0,4.0,33.1,75.2,,9.0,No,1407.5,1421.5
CUST00883,Bhaktapur,Industrial,Spring,Smart,1830.0,15.0,25.6,39.9,13.0,7.2,No,101.9,1636.8
CUST00390,Kathmandu,Residential,Spring,Smart,2559.0,14.0,12.5,83.8,4.0,17.1,No,1697.6,1776.6
CUST00909,Chitwan,Residential,Autumn,Smart,1484.0,1.0,15.2,36.6,19.0,6.6,No,581.9,1107.5
CUST00925,Kathmandu,Residential,Spring,Smart,3888.0,10.0,11.3,64.7,13.0,13.4,No,294.7,1782.4
CUST01729,Biratnagar,Office,Autumn,Smart,1646.0,3.0,23.8,68.3,20.0,16.4,No,200.5,1923.6
CUST01250,Bhaktapur,Commercial,Spring,Standard,3581.0,7.0,26.1,46.1,3.0,3.5,Yes,1750.1,1157.9
CUST00461,Kathmandu,Commercial,Autumn,Smart,3894.0,6.0,17.9,32.8,12.0,8.2,No,1543.6,1707.0
CUST01288,Chitwan,Commercial,Autumn,Standard,4980.0,4.0,31.7,55.8,6.0,6.0,Yes,813.7,1288.7
CUST01918,Biratnagar,Office,Summer,Smart,1275.0,4.0,33.8,70.8,20.0,17.5,No,1445.6,2212.5
